smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
NC1(C(=O)O)CC(C(=O)O)N(Cc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C1	True	NC1(C(=O)O)CC(C(=O)O)N(Cc2cc([N+](=O)[O-])cc([N+](=O)[O-])c2)C1	2	2.2319896	2
CCC(C)C(NC(=O)C(S)C(C)C1C(=O)N1Cc1ccc(Cl)cc1)C(=O)O	True	CCC(C)C(NC(=O)C(S)C(C)C1C(=O)N1Cc1ccc(Cl)cc1)C(=O)O	2	1.9476788	2
CCOc1ccc(C#Cc2ccc(CC(C)NC(=O)C=O)cc2)cc1	True	CCOc1ccc(C#Cc2ccc(CC(C)NC(=O)C=O)cc2)cc1	2	1.9919257	2
CSCCC(NC(=O)C(Cc2ccccc2)C(=O)C(CC(C)C)NC(N)C(=O)OC(C)CC(C)=O)C(C)=O	True	CSCCC(NC(=O)C(Cc1ccccc1)C(=O)C(CC(C)C)NC(N)C(=O)OC(C)CC(C)=O)C(C)=O	2	2.0525043	1
COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)N2CCOCC2)C(C)C)C(C)C)ccc1OC	True	COCCCOc1cc(CC(CC(N)C(O)CC(C(=O)NCC(C)(C)N2CCOCC2)C(C)C)C(C)C)ccc1OC	2	1.64521	2
CC(C)CCCSCCCN=Cc1c[nH]c2cccnc12	True	CC(C)CCCSCCCN=Cc1c[nH]c2cccnc12	2	2.0953116	2
CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1	True	CCOc1ccc(Cc2cc(C3OC(CO)C(O)C(O)C3O)ccc2Cl)cc1	2	3.0177417	3
CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C1(CC(=O)NO)CCC1C	True	CNC(=O)C(Cc1ccc(OC)cc1)NC(=O)C1(CC(=O)NO)CCC1C	2	1.8578312	2
CC(CNCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc(NCCCCC(=O)O)cc1	True	CC(CNCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc(NCCCCC(=O)O)cc1	2	2.2775817	2
Cn1c(=O)ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c1=O	True	Cn1c(=O)ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c1=O	2	2.2250466	2
Nc1nnc(-c2cccc(Br)c2)o1	True	Nc1nnc(-c2cccc(Br)c2)o1	2	1.9459004	2
CN(C)c1ccc(CNC(=O)c2ccc(S(N)(=O)=O)cc2)cc1	True	CN(C)c1ccc(CNC(=O)c2ccc(S(N)(=O)=O)cc2)cc1	2	1.9575517	2
CC(C)CC(N)c1cc(C(F)(F)F)ccc1N1CCN(C(=O)CCC(=O)NCCCCC(C)C)C1CCOCO	True	CC(C)CCCCNC(=O)CCC(=O)N1CCN(c2ccc(C(F)(F)F)cc2C(N)CC(C)C)C1CCOCO	2	2.3840382	2
COc1cc(CNC(=S)NCC(COC(=O)C(C)(C)C)Cc2ccc(C)c(C)c2)c(Br)cc1	True	COc1ccc(Br)c(CNC(=S)NCC(COC(=O)C(C)(C)C)Cc2ccc(C)c(C)c2)c1	2	2.050637	2
COC1(CCc(S(=O)(=O)NC(=O)c2ccc(C(F)(F)F)cc2)c1)C(=O)O	True	COC1(C(=O)O)C=C(S(=O)(=O)NC(=O)c2ccc(C(F)(F)F)cc2)CC1	2	1.9530337	2
CCCCCCOc1cc(C)ccnc(-c2ccc(OC)cc2)n1	True	CCCCCCOC1=CC(C)=CC=NC(c2ccc(OC)cc2)=N1	2	2.1524928	2
N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OCC(F)F)CC1	True	N#CCC1(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CCN(C(=O)OCC(F)F)CC1	2	2.9813404	3
CCCCCOc1ccc(COc2ccc(C(=O)O)cc2)c1=O	True	CCCCCOC1=CC=C(COc2ccc(C(=O)O)cc2)C1=O	2	1.8642645	2
CC(C)(C)OC(=O)CN(Cc1ccc([N+](=O)[O-])s1)C(=O)NCCc1ccccc1	True	CC(C)(C)OC(=O)CN(Cc1ccc([N+](=O)[O-])s1)C(=O)NCCc1ccccc1	2	2.1453621	2
CCCCCCCCCCCCCCOc1ccc(OP(=O)([O-])Oc2cccc(C[n+]3csc(C)c3)c2)cc1C	True	CCCCCCCCCCCCCCOc1ccc(OP(=O)([O-])Oc2cccc(C[n+]3csc(C)c3)c2)cc1C	2	2.8792841	3
COc1ccc(-c2cccc(C)c2)cc1	True	COc1ccc(-c2cccc(C)c2)cc1	2	1.8368063	2
COCCCn1c(C)c(C(=O)c2ccc(F)cn2)cc1	True	COCCCn1ccc(C(=O)c2ccc(F)cn2)c1C	2	1.9509728	2
O=C(O)CCc1ccc(OCC(=O)Cn2cnnn2)cc1	True	O=C(O)CCc1ccc(OCC(=O)Cn2cnnn2)cc1	2	1.9211001	2
CNc1ccc(C#Cc2ccc(CC(C)NC(C)=O)cc2)c(C)c1	True	CNc1ccc(C#Cc2ccc(CC(C)NC(C)=O)cc2)c(C)c1	2	1.8941791	2
O=C(O)c1ccc(CCc2ccccc2)cc1	True	O=C(O)c1ccc(CCc2ccccc2)cc1	2	2.0048976	2
NC(C(=O)N1CCCC1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1	True	NC(C(=O)N1CCCC1)C1CCC(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1	2	3.0215998	3
COC(=O)c1c(NC(=O)CCCCCNNS(=O)(=O)c2ccc(OC)cc2)C1	True	COC(=O)C1=C(NC(=O)CCCCCNNS(=O)(=O)c2ccc(OC)cc2)C1	2	2.2742052	2
CCCCNC(=O)C(C)C(=O)C(C)CC1C(=O)OC(OCc1ccc(OC)c(OC)c1)cc(Cl)cc1	True	CCCCNC(=O)C(C)C(=O)C(C)CC1C(=O)OC2C=C(Cl)C=CC=C(OC)C(OC)=CC=C1CO2	2	2.035267	2
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	True	O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	2	2.0173354	2
CC1=NC(CCc2ccco2)C(=O)C1	True	CC1=NC(CCc2ccco2)C(=O)C1	2	1.9386458	2
O=C(NCc1ccccc1)NC1COCCC1	True	O=C(NCc1ccccc1)NC1CCCOC1	2	2.0562792	2
CCCCNc1nc(N)nc(C)c1CCCCc1ccccc1	True	CCCCNc1nc(N)nc(C)c1CCCCc1ccccc1	2	2.057359	2
CCCCCNC(=O)NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Oc1ccc(Br)cc1	True	CCCCCNC(=O)NS(=O)(=O)c1cc([N+](=O)[O-])ccc1Oc1ccc(Br)cc1	2	1.6910515	2
CCN1C(=O)CCC1C(=O)NC=Cc1ccc(C(F)(F)F)cc1	True	CCN1C(=O)CCC1C(=O)NC=Cc1ccc(C(F)(F)F)cc1	2	1.9706821	2
O=C(CCc1cccc(Cl)c1)N1CCCC(=O)O1	True	O=C1CCCN(C(=O)CCc2cccc(Cl)c2)O1	2	1.811141	2
CSc1ccc(Nc2ccc(S(N)(=O)=O)cc2)c(=O)cc1	True	CSc1ccc(Nc2ccc(S(N)(=O)=O)cc2)c(=O)cc1	2	2.0142262	2
CNC1CCC(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1	True	CNC1CCC(C(=O)Nc2ccc(Cl)c(Cl)c2)CC1	2	2.0513465	2
CC(=O)Oc1ccc(C=CNC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1	True	CC(=O)Oc1ccc(C=CNC(=O)NNC(=S)Nc2ccc(Cl)cc2)cc1	2	2.0397313	2
Oc1cccc(-c2cc(O)nc(O)c2Cl)c1	True	Oc1cccc(-c2cc(O)nc(O)c2Cl)c1	2	2.0990055	2
Cc1cc(C)c(NC(=O)C(CN(C)C2(O)CCCC(=O)NO)cc2)cn1	True	Cc1cc(C)c(NC(=O)C2C=CC(O)(CCCC(=O)NO)N(C)C2)cn1	2	1.9456942	2
O=C(NO)c1csc(-c2ccccc2)c1C	True	Cc1c(C(=O)NO)csc1-c1ccccc1	2	1.986748	2
NS(=O)(=O)c1ccccc1NS(=O)(=O)c1ccc(F)cc1	True	NS(=O)(=O)c1ccccc1NS(=O)(=O)c1ccc(F)cc1	2	1.889488	2
Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)c(=O)o1	True	Cc1ccc(-c2ccc(S(C)(=O)=O)cc2)c(=O)o1	2	1.8697844	2
O=C(NN=Cc1cc([N+](=O)[O-])ccc1O)c1ccncc1C	True	Cc1cnccc1C(=O)NN=Cc1cc([N+](=O)[O-])ccc1O	2	1.9557858	2
CC1C(OC(=O)COc2ccccc2C(=O)OC(C)(C)C)C1=O	True	CC1C(=O)C1OC(=O)COc1ccccc1C(=O)OC(C)(C)C	2	2.0716286	2
NC(Cc1ccc(O)cc1)C(=O)NC1C(C)C(NC(=O)C(NCC=C)CCNCCCO)cc1	True	C=CCNC(CCNCCCO)C(=O)NC1C=CC(NC(=O)C(N)Cc2ccc(O)cc2)C1C	2	2.068909	2
CCC(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C(=O)C(=O)NCCc1ccccc1	True	CCC(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)C(=O)C(=O)NCCc1ccccc1	2	1.7564247	2
CC(=O)Oc1ccc(C=CC(=O)c2c(C)ccnc2O)cc1	True	CC(=O)Oc1ccc(C=CC(=O)c2c(C)ccnc2O)cc1	2	1.9963846	2
CC(c1ccc(C(=O)NCCC(=O)O)cc1)c1ccc(C(F)(F)F)cc1	True	CC(c1ccc(C(=O)NCCC(=O)O)cc1)c1ccc(C(F)(F)F)cc1	2	1.9622245	2
CCOc1ccc(C(=O)Nc2ccc(NC(=O)O)ccc(O)n2)cn1	True	CCOc1ccc(C(=O)NC2=CC=C(NC(=O)O)C=CC(O)=N2)cn1	2	2.1567776	2
CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCC(N)=O)C(N)=O	True	CSCCC(NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)C(N)Cc1ccc(O)cc1)C(=O)NC(CCC(N)=O)C(N)=O	2	2.1150775	2
NC(Cc1ccc(Cl)cc1)C(=O)Nc1cccnc1	True	NC(Cc1ccc(Cl)cc1)C(=O)Nc1cccnc1	2	1.8737664	2
CC1(C)C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)N1C	True	CN1C(=O)N(c2ccc(SC(F)(F)F)cc2)C(=O)C1(C)C	2	2.1259153	2
N=C(NCc1ccc(Cl)cc1)OCCCc1c[nH]1	True	N=C(NCc1ccc(Cl)cc1)OCCCC1=CN1	2	1.825254	2
CC(=O)Nc1nc(C)c2ccc(C#CC(CN(C)O)=2)cc1	True	CC(=O)NC1=CC=C2C#CC(CN(C)O)=C(C=C2)C(C)=N1	2	1.9625661	2
Cc1cccc(F)c1N1CC(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(C(C)O)CC1=O	True	Cc1cccc(F)c1N1CC(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(C(C)O)CC1=O	2	3.0822933	3
COCc1nccc(C=Nc2ccc(Cl)cc2)n1	True	COCc1nccc(C=Nc2ccc(Cl)cc2)n1	2	2.1437397	2
NS(=O)(=O)c1ccc(CCNC(=O)CNCNC(=O)c2ccccc2)cc1	True	NS(=O)(=O)c1ccc(CCNC(=O)CNCNC(=O)c2ccccc2)cc1	2	1.9961054	2
CCN(CC)CCNC(=O)c1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1	True	CCN(CC)CCNC(=O)c1ccc(-c2ccc(NS(C)(=O)=O)cc2)cc1	2	1.9296896	2
COc1ccc(-c2ccc(C=C3SC(=S)N(CC(=O)O)c3=O)o2)cc1OC	True	COc1ccc(-c2ccc(C=C3SC(=S)N(CC(=O)O)C3=O)o2)cc1OC	2	2.999914	3
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(CC(C)C(=C(C)P(=O)=O)C)c1ccccc1	True	CC(=C(C)P(=O)=O)C(C)CC(NC(=O)C(CC(C)C)NC(=O)OCc1ccccc1)c1ccccc1	2	2.0834959	2
CC(C)N1CCN(C(=O)Nc2cc(Cl)cc(Cl)c2)C(F)C1	True	CC(C)N1CCN(C(=O)Nc2cc(Cl)cc(Cl)c2)C(F)C1	2	1.9730797	2
COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1	True	COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1	2	1.9099302	2
CC(=O)NC(C)c1ccc(OC2CCN(c3cc(C(F)(F)F)c3Cl)C2)cc1	True	CC(=O)NC(C)c1ccc(OC2CCN(C3=CC(C(F)(F)F)=C3Cl)C2)cc1	2	2.811497	3
COc1nc(Br)cnc1NS(=O)(=O)c1cc(Cl)ccc1	True	COc1nc(Br)cnc1NS(=O)(=O)c1cccc(Cl)c1	2	2.0142012	2
COC(=O)c1ccccc1NS(=O)(=O)c1ccc(C)cc(C)cc1OC	True	COC(=O)c1ccccc1NS(=O)(=O)C1=CC=C(C)C=C(C)C=C1OC	2	2.2666626	2
COc1ccc(C(=O)NCC(=O)CCc2ncc([N+](=O)[O-])cc2)cc1	True	COc1ccc(C(=O)NCC(=O)CCc2ccc([N+](=O)[O-])cn2)cc1	2	2.06809	2
CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNCC(O)C(Cc1ccccc1)NC(=O)C(C)(C)O	True	CC(C)(C)OC(=O)NC(Cc1ccccc1)C(O)CNCC(O)C(Cc1ccccc1)NC(=O)C(C)(C)O	2	2.0388095	2
O=C(NCc1ccc(OC(F)(F)F)cc1)CCc1ccc(Cl)c(F)c1Cl	True	O=C(CCc1ccc(Cl)c(F)c1Cl)NCc1ccc(OC(F)(F)F)cc1	2	2.1545587	2
CCN(CCS(=O)(=O)c1cc(Cl)c1)C(O)CCNNCCOCc1ccccc1	True	CCN(CCS(=O)(=O)C1=CC(Cl)=C1)C(O)CCNNCCOCc1ccccc1	2	2.1090734	2
CCOC(=O)C(C#N)=c1sc(=CNc2ccccc2F)cc(C)c1=C	True	C=C1C(C)=CC(=CNc2ccccc2F)SC1=C(C#N)C(=O)OCC	2	1.9735012	2
CS(=O)(=O)NC(=O)c1cc(Cl)c(OCCC2CCCCC2)cc1	True	CS(=O)(=O)NC(=O)c1ccc(OCCC2CCCCC2)c(Cl)c1	2	2.3825533	2
CNC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)c1ncccc1	True	CNC(Cc1ccccc1)C(=O)N1CCCC1C(=O)NC(CCCN=C(N)N)C(=O)c1ccccn1	2	3.1224427	3
Cc1ccc(NS(=O)(=O)N2CCCCC2)cc1	True	Cc1ccc(NS(=O)(=O)N2CCCCC2)cc1	2	1.861624	2
COC(=O)c1cc(-c2ccc(Cl)cc2)c(=O)c1	True	COC(=O)C1=CC(=O)C(c2ccc(Cl)cc2)=C1	2	2.024635	2
N#Cc1ccc(OC=Cc2c[nH]cn2)cc1	True	N#Cc1ccc(OC=Cc2c[nH]cn2)cc1	2	2.059434	2
COC(=O)c1ccccc1NC(=O)Nc1ccccc1F	True	COC(=O)c1ccccc1NC(=O)Nc1ccccc1F	2	2.0253968	2
CN(C)C(=O)NC1CCC(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O	True	CN(C)C(=O)NC1CCC(OCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)C1=O	2	1.9432611	2
O=C(O)C1CCCN(C(=O)Cc2ccc(Cl)c(Cl)c2)CCC1=O	True	O=C(O)C1CCCN(C(=O)Cc2ccc(Cl)c(Cl)c2)CCC1=O	2	2.138263	2
CCN(CC)c1ccc(NNCOC(CC(O)O)S(=O)(=O)c2cccc(C)c2)cc1	True	CCN(CC)c1ccc(NNCOC(CC(O)O)S(=O)(=O)c2cccc(C)c2)cc1	2	2.0284514	2
O=C(O)CCc1ccc(OCCCOc2ccccc2C(F)(F)F)cc1	True	O=C(O)CCc1ccc(OCCCOc2ccccc2C(F)(F)F)cc1	2	2.0316093	2
N=C(N)NCCCCC(=O)NCCCCCCCCCCCC(C(=O)NS(=O)(=O)c1ccccc1)C(=O)C(=O)c1ccccc1	True	N=C(N)NCCCCC(=O)NCCCCCCCCCCCC(C(=O)NS(=O)(=O)c1ccccc1)C(=O)C(=O)c1ccccc1	2	1.8836081	2
COC(=O)c1ccc(C(C)(C(CC(=O)O)CC=C)c2ccccc2)c1=O	True	C=CCC(CC(=O)O)C(C)(C1=CC=C(C(=O)OC)C1=O)c1ccccc1	2	2.0159893	2
COC(=O)N1C(=O)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	True	COC(=O)N1C(=O)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1	2	1.9212713	2
CCOc1cc(C)c(S(=O)(=O)NCc2ccccc2CCC(C)C(C)CNNC(=O)OC(C)(C)C)C(=O)cc1	True	CCOc1ccc(=O)c(S(=O)(=O)NCc2ccccc2CCC(C)C(C)CNNC(=O)OC(C)(C)C)c(C)c1	2	2.2879105	2
CCOC(=O)C1=C(Nc2ccc(Br)cc2)C(=O)N(CCCCC)C1=O	True	CCCCCN1C(=O)C(Nc2ccc(Br)cc2)=C(C(=O)OCC)C1=O	2	2.1644993	2
CC(C)CN(CC(=O)NO)S(=O)(=O)c1ccc(N2CCOCC2)cc1	True	CC(C)CN(CC(=O)NO)S(=O)(=O)c1ccc(N2CCOCC2)cc1	2	1.8463447	2
CC(C)Oc1ccc(S(=O)(=O)c2ccc(Cl)cc2Cl)cc1	True	CC(C)Oc1ccc(S(=O)(=O)c2ccc(Cl)cc2Cl)cc1	2	1.9241805	2
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC	True	COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OC	2	2.906115	3
CCCCCCc1cc(ONCCCC)COC(=O)c2cc(OC)c(OC)cc2n1	True	CCCCCCC1=Nc2cc(OC)c(OC)cc2C(=O)OCC(ONCCCC)=C1	2	2.1143394	2
NC(=O)NCc1cccc(C(=O)O)cn1S(=O)(=O)c1ccccc1	True	NC(=O)NCC1=CC=CC(C(=O)O)=CN1S(=O)(=O)c1ccccc1	2	2.1083388	2
CCCC1C(=O)NC(C)C(=O)N(C)c2ccc2CCOCC(O)C(O)C(O)C(O)C1	True	CCCC1CC(O)C(O)C(O)C(O)COCCC2=CC=C2N(C)C(=O)C(C)NC1=O	2	2.061091	2
Nc1nc2[nH]n(CCC(COP(=O)(O)CP(=O)(O)O)c(=O)[nH]c2=O)n1	True	NC1=NN2CCC(COP(=O)(O)CP(=O)(O)O)C(=O)NC(=O)C(=N1)N2	2	1.8645818	2
COCCOc1ccc(CCc2cc(OC)c2OC)cc1	True	COCCOc1ccc(CCC2=CC(OC)=C2OC)cc1	2	2.0639179	2
O=C(O)CCCCC=C(c1cccnc1)c1ccc(Cl)cc1	True	O=C(O)CCCCC=C(c1ccc(Cl)cc1)c1cccnc1	2	1.8397284	2
CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(=O)NO	True	CC(C)CC(NC(=O)OCc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)C(=O)NO	2	1.8081505	2
N#CNCCc1c[nH]c2ccc(F)cc12	True	N#CNCCc1c[nH]c2ccc(F)cc12	2	2.0939212	2
COC(=O)c1ncsc1NC(=O)CCSc1ccc(Br)cc1	True	COC(=O)c1ncsc1NC(=O)CCSc1ccc(Br)cc1	2	2.1082568	2
