smiles	valid	nswcs	target_num_rings	predicted_num_rings	ground_truth_num_rings
Cc1ccc(C=CNc2ccc([N+](=O)[O-])c(O)c(COCOC)cc2)[nH]1	True	COCOCC1=C(O)C([N+](=O)[O-])=CC=C(NC=Cc2ccc(C)[nH]2)C=C1	3	2.4593542	2
O=C1Nc2cccccc(-c3ccccc3)nc2cnc1	True	O=c1cncc2nc(-c3ccccc3)cccccc-2[nH]1	3	3.4028535	3
CC1nc(-c2ccc(Cl)c(O)c(F)cc2)C(=O)N1	True	CC1N=C(C2=CC=C(Cl)C(O)=C(F)C=C2)C(=O)N1	3	2.106272	2
CCOC(=O)CN1C(=O)NC(CCC(=O)NC(=O)C1Cc1ccccc1O)c1ccccc1	True	CCOC(=O)CN1C(=O)NC(c2ccccc2)CCC(=O)NC(=O)C1Cc1ccccc1O	3	2.944716	3
Clc1ccc(OCCCCCC3CCC2CO3)c2c1	True	Clc1ccc2c(c1)C1CCC(CCCCCO2)OC1	3	3.2438889	4
CC(C)C(CC)Nc1ccc(F)C(=O)Nc2c(c(C)ccc2)cc1	True	CCC(Nc1ccc(F)c(=O)[nH]c2cccc(C)c2cc1)C(C)C	3	2.11991	2
COc1ccc(CCNC(=O)CCC(=O)c2ccccc2)cc1OCC	True	CCOc1cc(CCNC(=O)CCC(=O)c2ccccc2)ccc1OC	3	2.0324593	2
CC(CS(CO)(=O)C(C(=O)NC(N)Nc2cnc2ccccc2)c1)ccccc2c1	True	CC1C=CC=CC2=CC=CC=CC3=NC=C3NC(N)NC(=O)C(C=C2)[SH](=O)(CO)C1	3	3.029866	3
CCCNCC(=O)c1ccc(OCCCN2CCN(C(=O)OCNCCO)CC2)cc1	True	CCCNCC(=O)c1ccc(OCCCN2CCN(C(=O)OCNCCO)CC2)cc1	3	2.3746219	2
Cc1cccc(C(=O)Nc2cc([N+](=O)[O-])ccc1NC1CSCCOCC2)c1	True	CC1=CC=CC2=CC3CSCCOCCC(=CC([N+](=O)[O-])=CC=C1N3)NC2=O	3	3.2533414	3
O=C(CC1CCNCC1)c1ccc(Oc2cc(Cl)ccc2F)cc1F	True	O=C(CC1CCNCC1)c1ccc(Oc2cc(Cl)ccc2F)cc1F	3	3.1152976	3
O=C1NCCc2cc(O)ccccccc21	True	O=C1NCCc2cc(O)ccccccc21	3	2.509454	2
CC(C)(C)OC(=O)N1CCC(N(C(=O)c2ccc(Nc3COCC3)cc2)C2CC2)CC1	True	CC(C)(C)OC(=O)N1CCC(N(C(=O)c2ccc(NC3CCOC3)cc2)C2CC2)CC1	3	4.148767	4
NS(=O)(=O)NCc1ccc2C3CNCC3CN(CP(C3)Cc([N+](=O)[O-])cc23)c1O	True	NS(=O)(=O)NCC1=C(O)N2CC3CNCC3C(=C3C=C([N+](=O)[O-])CP(C3)C2)C=C1	3	3.7984326	4
CC(=N)c1nnc(-c2cccc([N+](=O)[O-])cc1)c(Cc2cccc(C)c1)C1	True	CC(=N)C1=CC=C([N+](=O)[O-])C=CC=C2C3=CC=CC(C)=CCC(=C2N=N1)C3	3	3.3254828	3
CC1(C)CC2=CC(Oc3ccccc3)cccccc2CC(=O)O1	True	CC1(C)CC2=CC(Oc3ccccc3)C=CC=CC=C2CC(=O)O1	3	3.574119	3
Nc1ccc2[nH]c(Cc3ccccc3)nc2c1	True	Nc1ccc2[nH]c(Cc3ccccc3)nc2c1	3	3.1186385	3
CC(C)(C)CCN1CCCC(NNC(=O)c2ccc(-c3ccccc3)cc2)nc1	True	CC(C)(C)CCN1C=NC(NNC(=O)c2ccc(-c3ccccc3)cc2)CCC1	3	3.4397566	3
Cc1nn(C2=CCCNCCC(Cc3ccccc3Cl)C2)s1	True	Cc1nn(C2=CCCNCCC(Cc3ccccc3Cl)C2)s1	3	3.0164514	3
CCC(CO)Nc1ccc(NC(=O)NCc2nccc(N)ncc2)cc1	True	CCC(CO)Nc1ccc(NC(=O)NCC2=NC=CC(N)=NC=C2)cc1	3	2.2992525	2
O=C1NC(c2c[nH]c3ccccc3c2=O)cc1ON	True	NOC1=CC(c2c[nH]c3ccccc3c2=O)NC1=O	3	3.3088937	3
CCNC(=O)C1OC(n2cnc3c(NCCc4ccncc4)C=C(O)cc32)CC1	True	CCNC(=O)C1CCC(n2cnc3c(NCCc4ccncc4)cc(O)cc32)O1	3	3.9489703	4
O=c1ncncnc(Cc3cc(Br)ccc2Sc2ccccc32)c(O)ccc21	True	O=c1ncncnc2c(O)ccc1-c1ccccc3sc-3ccc(Br)cc1C2	3	4.498773	5
COc1c(C)cc(NC(CO)c2ccccc([N+](=O)[O-])cc2)CC(C)cc1O	True	COC1=C(C)C=C(NC(CO)C2=CC=CC=C([N+](=O)[O-])C=C2)CC(C)C=C1O	3	2.487966	2
Oc1nc2cn(Cc3ccccc3)nc2c(=O)[nH]1	True	O=c1[nH]c(O)nc2cn(Cc3ccccc3)nc12	3	3.3077383	3
CCN(CC)CCNNc1nc(n1)Cc2cc(-c2ccccc2[N+](=O)[O-])cccncnc2C	True	CCN(CC)CCNNC1=NC(CC2=Cc3cccncnc(C)c([N+](=O)[O-])ccccc32)=N1	3	3.9785619	3
N=C(c1ccc(Cl)cc1)C(=O)C1CCN(Cc2ccccc2)C(=O)OCCC1	True	N=C(C(=O)C1CCCOC(=O)N(Cc2ccccc2)CC1)c1ccc(Cl)cc1	3	3.1687503	3
CC(C)N(C)C(=O)NCC1CCC(CS(=O)(=O)c2ccc(F)cc2)C1O	True	CC(C)N(C)C(=O)NCC1CCC(CS(=O)(=O)c2ccc(F)cc2)C1O	3	2.0226576	2
CCN(CC)CCOc1cccc(C(C)=O)C(C)N(Cn2cccc([N+](CO)[O-])c1)C2	True	CCN(CC)CCOC1=CC([N+]([O-])CO)=CC=CN2CN(C2)C(C)C(C(C)=O)=CC=C1	3	2.5243971	3
O=C(CSc1ccc(Cl)CC2)NCC2Cc2ccccc2C1	True	O=C1CSC2=CC=C(Cl)CCC(CN1)Cc1ccccc1C2	3	3.0673838	3
c1ccc(-c2ccc(C3CCCCN3)cn2)cc1	True	c1ccc(-c2ccc(C3CCCCN3)cn2)cc1	3	3.0567007	3
Nc1ccc(-c2nc3ccccc3s2)cc1O	True	Nc1ccc(-c2nc3ccccc3s2)cc1O	3	3.125468	3
COc1c(I)cc(C=2NCCc3cccc(F)cc3c2)cc1	True	COc1ccc(C2=C=C3C=C(F)C=CC=C3CCN2)cc1I	3	3.0743759	3
CN1CCN(CCCC2C(c2c(O)ccc2C#N)c2)CC1	True	CN1CCN(CCCC2C3=C(O)C=CC(C#N)=CC32)CC1	3	2.8567915	3
CC(CCC(=O)OCCCCC=CC=C)N2C(=O)NC1CC1cC1COCOC1N2	True	C=CC=CCCCCOC(=O)CCC(C)N1NC2OCOCC2CC2CC2NC1=O	3	3.1809576	3
CC(O)C(=O)CCC2(c1nc(C2)S(C(=O)O)C(F)(F)F)c1	True	CC(O)C(=O)CCC12C=C1N=C([SH](C(=O)O)C(F)(F)F)C2	3	2.0947752	2
COc1ccc(CNCCS(=O)(=O)c2ccc(CCNC(=O)CNCC)C(F)cc1)O2	True	CCNCC(=O)NCCC1=CC=C2OC(=CC=C(OC)C=CC1F)CNCCS2(=O)=O	3	2.512753	2
O=C(NO)c1cnc(Cc2cnc(O)n(CC)cc2)cc1	True	CCN1C=CC(Cc2ccc(C(=O)NO)cn2)=CN=C1O	3	2.136204	2
Cc1[nH]cnc1CSCCN(C(C)CNOCc1ccccc1)CCNO	True	Cc1[nH]cnc1CSCCN(CCNO)C(C)CNOCc1ccccc1	3	2.769789	2
O=[N+]([O-])c1ccccoc(CNc2cccnc2)cc1	True	O=[N+]([O-])c1ccccoc(CNc2cccnc2)cc1	3	2.6208887	2
CS(=O)(=O)N1CC(COC(=O)NCCCCCC(O)Cc2ccc(Br)cc2Cl)c1	True	CS(=O)(=O)N1CC(COC(=O)NCCCCCC(O)Cc2ccc(Br)cc2Cl)C1	3	2.2591147	2
COc1ccc(CSC2CCCCC2(C)N=C2C(=O)c3ccccc32)CC1	True	COC1=CC=C(CSC2CCCCC2(C)N=c2c(=O)c3ccccc23)CC1	3	3.8260703	4
CCCn1ncc2ccccc(Cn3cnn23)nc1C	True	CCCN1N=CC2=CC=CC=C(Cn3cnn32)N=C1C	3	3.1280835	3
Nc1ccc(O)c(F)=NNC(=O)c2cccccc(Cl)ccc21	True	Nc1ccc(O)c(F)n[nH]c(=O)c2cccccc(Cl)ccc12	3	2.598886	2
c1ccn2c3cc3cc21	True	c1cc2cc3cc3n2c1	3	2.6552026	3
CCC1nc(N2cccc(C3CCOCC3)nc2)nc(N)c(N)c1	True	CCC1C=C(N)C(N)=NC(N2C=CC=C(C3CCOCC3)N=C2)=N1	3	3.4183042	3
O=C(Nc1cccc(C(F)(F)F)n1)c1ncccn1	True	O=C(Nc1cccc(C(F)(F)F)n1)c1ncccn1	3	2.1075108	2
C=C(c2ccccc2C(=O)c1C(O)CF)C2c1C=CCOCC2	True	C=C1c2ccccc2C(=O)C(C(O)CF)=C2C=CCOCCC12	3	3.4459095	3
CC#CCOc1ccc(S(=O)(=O)N(CCC2C(CO)(C)O)ccc3cnc(C)nc32)cc1	True	CC#CCOc1ccc(S(=O)(=O)N2C=Cc3cnc(C)nc3C(C(C)(O)CO)CC2)cc1	3	3.156022	3
CCOC(=O)C1(C=Cc2ccc(C)cc(CN=C(O)OOc2ccccc2)C2=O)cc1	True	CCOC(=O)C1(C=CC2=CC=C(C)C=C3CN=C(O)OOC2=CC=CC=CC3=O)C=C1	3	3.423656	4
NC(CNP(=O)(O)CC1Ccccc1COCCO)NNC(=O)c1ccc([N+](=O)[O-])cc1	True	NC(CNP(=O)(O)CC1CC=CC=C1COCCO)NNC(=O)c1ccc([N+](=O)[O-])cc1	3	2.1431108	2
c1ccc(CCCN2CCCCC2)c2ccccc21	True	c1ccc2c(CCCN3CCCCC3)cccc2c1	3	2.988865	3
NC(=O)OC1NC(=O)C(NC(=O))CC(C(=O)N(C)c2ccccc2)N1	True	CN(C(=O)C1CC(NC=O)C(=O)NC(OC(N)=O)N1)c1ccccc1	3	2.2489126	2
Cc1ccc(NS(=O)(=O)c2ccc3ccsc3n2)cc1	True	Cc1ccc(NS(=O)(=O)c2ccc3ccsc3n2)cc1	3	3.1283305	3
[O-][n+]1=Cc2cn(c3ccc(F)cc32)CC1CO	True	[O-][N+]1=Cc2cn(c3ccc(F)cc23)CC1CO	3	3.249658	3
C#CCN1CCCCN(C(=O)OC=COC1C1CCOCCc2ccccc2)CC1	True	C#CCN1CCCCN2CCC(CCOCCc3ccccc3)C1OC=COC2=O	3	3.0357625	3
O=C(NNC(=O)c1ccc(F)cc1)Nc1nc2nccsc2c1	True	O=C(NNC(=O)c1ccc(F)cc1)Nc1cc2sccnc-2n1	3	3.1204953	3
CCCC1(Cc2cc3ccccc23)CCCCC1	True	CCCC1(CC2=Cc3ccccc32)CCCCC1	3	3.4129982	3
Cc1nn(-c2ccccc2)cc1C(=O)N(C)C(=O)Nc1ccccc1	True	Cc1nn(-c2ccccc2)cc1C(=O)N(C)C(=O)Nc1ccccc1	3	3.0504403	3
NCC(C(=O)N1CCNCCc2ccccc2C1)c1ccc(F)cc1	True	NCC(C(=O)N1CCNCCc2ccccc2C1)c1ccc(F)cc1	3	3.2478218	3
c1ccc2c(c1)CCN1CCnc1C2	True	c1ccc2c(c1)CCN1CCN=C1C2	3	3.215913	3
CCC(=O)Nc1nc(NCCC2SC(=O)C(CC(C)C)P(=O)(O)O)cc2cccccs1	True	CCC(=O)NC1=NC2=CC(=CC=CC=CS1)C(SC(=O)C(CC(C)C)P(=O)(O)O)CCN2	3	2.829642	2
c1ccc(CN2NC3=NCN3CCNCC2)cc1	True	c1ccc(CN2CCNCCN3CN=C3N2)cc1	3	3.183637	3
Cc1ncc([N+](=O)[O-])n1CCSc1cnc(-c2ccccn2)cc1	True	Cc1ncc([N+](=O)[O-])n1CCSc1ccc(-c2ccccn2)nc1	3	2.7368736	3
Cc1[nH]c(F)c(Cl)c1Nc1cc(Cl)ccc1C	True	Cc1ccc(Cl)cc1Nc1c(C)[nH]c(F)c1Cl	3	2.1482668	2
COc1cc2c(cc1C2C1CNC(=O)NC(=O)NO)cc1	True	COC1=CC2=C3C=CC(CNC(=O)NC(=O)NO)C2C1=C3	3	2.6213262	3
Cc1ccc(C)c2cc(C(F)(F)F)ccc2nc1C	True	CC1=CC=C(C)c2cc(C(F)(F)F)ccc2N=C1C	3	2.093663	2
CC(=O)COc1cc(OC2CC(CCN)C2OCCO)c(COC)cc1	True	COCc1ccc(OCC(C)=O)cc1OC1CC(CCN)C1OCCO	3	2.3147242	2
Cc1nn(C)c(C)c1NS(=O)(=O)c1Ccc(C2CCC2)ccc1C	True	CC1=C(S(=O)(=O)Nc2c(C)nn(C)c2C)CC=C(C2CCC2)C=C1	3	2.5954168	3
CCCCNC(Cc1CNC(=O)c1ccc(C#N)n1)N(C)C1CCCc1ccccc1CO	True	CCCCNC1CC2=C(C=CC(C#N)=NC(CCCc3ccccc3CO)N1C)C(=O)NC2	3	3.0650654	3
CC12CCC3C(CCC=C(O)C(=N)C3C1C)CC=N2	True	CC1C2C(=N)C(O)=CCCC3CC=NC1(C)CCC32	3	3.5184104	4
CCCCOc1ccc2oc(C(=O)O)c(O)c(C)c3c(=O)c(OC)c(O)c3c21	True	CCCCOc1ccc2oc(C(=O)O)c(O)c(C)c3c(=O)c(OC)c(O)c-3c1-2	3	3.4330885	3
Cc1cn2cc(C(F)(F)F)cc(-c2ccc2N)c(C)c2cc1O	True	Cc1cn2c3c(c(C)c(cc1O)C(N)=CC=3)=CC(C(F)(F)F)=C2	3	3.2074964	3
COc1cc2nncc(Cl)occccccc(Br)ccc2c1	True	COC1=CC2=CC=C(Br)C=CC=CC=COC(Cl)=CN=NC2=C1	3	3.1697998	2
Cc1ccc(CNC(=O)CCCC(=O)COc2n[nH]c3ccccc23)cc1	True	Cc1ccc(CNC(=O)CCCC(=O)COc2n[nH]c3ccccc23)cc1	3	2.8111129	3
CCCCCP(CCCCCCCCc1ccc(OC)c(O)P(O)C(OCCN(OC)c2ccccc2)c1)c1ccccc1	True	CCCCCP(CCCCCCCCC1=CC(OCCN(OC)c2ccccc2)P(O)C(O)=C(OC)C=C1)c1ccccc1	3	3.2211041	3
CCCC1CCN(C)CC2(C)NC=C(Oc3ccnc(N)c32)C1	True	CCCC1CCN(C)CC2(C)NC=C(C1)Oc1ccnc(N)c12	3	3.0007384	3
O=C1NC(O)OCC=2CCN(c3ccccc3)C1CC2	True	O=C1NC(O)OCC2=CCC1N(c1ccccc1)CC2	3	3.0921762	3
O=C(CC1CCC(C)(C)NCCCO)C=C(c1ccccc1)c2ccccc12	True	CC(C)(CCC1CC(=O)C=C2C1=CC=CC=Cc1ccccc12)NCCCO	3	3.6165004	3
CCOC(=O)c1cc(C=Nc2c[nH]c(=O)[nH]c2=O)c1	True	CCOC(=O)C1=CC(C=Nc2c[nH]c(=O)[nH]c2=O)=C1	3	1.9673216	2
COc1cc2c(cc1OC)C(=O)C1C(=O)C1C2	True	COc1cc2c(cc1OC)C(=O)C1C(=O)C1C2	3	2.7705672	3
O=c1[nH]c2cc(C3CCC(OC(COP(=O)(O)CC(=O)O)cc3)cccc(CO)Cc2)cc1	True	O=C(O)CP(=O)(O)OCC1C=CC2CCC(C=CC=C(CO)CC=C3C=C2C=CC(=O)N3)O1	3	3.7736278	3
Cc1cccc(CCC2CCC(CCc3ccccc3C)CC2)c1	True	Cc1cccc(CCC2CCC(CCc3ccccc3C)CC2)c1	3	3.097917	3
Cc1ccc(Cn2nc(C(=O)NC3CCCCC3)cn2)cc1	True	Cc1ccc(Cn2ncc(C(=O)NC3CCCCC3)n2)cc1	3	2.956304	3
CC(=O)NC(C)c1c(c2Cc1CN(O)cc1CC2)OCc2ccc(Cl)cc12	True	CC(=O)NC(C)C1=C2CC3=C1OCc1ccc(Cl)cc1C(=CN(O)C2)CC3	3	3.67016	4
Nc1nc2ccc(N)c(O)c2cc([N+](=O)[O-])cc1	True	NC1=Nc2ccc(N)c(O)c2C=C([N+](=O)[O-])C=C1	3	2.0200508	2
Nc1nn(CSc2nnc(C(N)CP(=O)(O)O)C2O)C(=O)O1	True	Nc1nn(CSC2=NN=C(C(N)CP(=O)(O)O)C2O)c(=O)o1	3	1.8040321	2
Cc1cc(O)c2c(C3CCNCCCC3C2)n1	True	Cc1cc(O)c2c(n1)C1CCNCCCC1C2	3	3.0325732	3
Cc1ccoc1C(=O)NCC1ccc(C(=O)O)c2ccccc2c1C	True	CC1=c2ccccc2=C(C(=O)O)C=CC1CNC(=O)c1occc1C	3	3.3844757	3
CC(C)N1CCCCc2ccc(N(c3)CC(C)C)cc(Nc3ccc(S(C)(=O)=O)cc2)c1	True	CC(C)CN1C=C2C=CC(S(C)(=O)=O)=CC=C3C=CC1=CC(=CN(C(C)C)CCCC3)N2	3	3.7247586	3
c1ccc2c(-c3cn[nH]c3)cnc2C1	True	C1=CCC2=NC=C(c3cn[nH]c3)C2=C1	3	3.006177	3
CCCN1CCc2ccc3ccc3cccoc2c1	True	CCCN1C=C2OC=CC=C3C=CC3=CC=C2CC1	3	3.3108609	3
COc1ccc(C2CCOc3ccccc3c2=O)n1C	True	COc1ccc(C2CCOc3ccccc3C2=O)n1C	3	3.0134573	3
Cc1nc(N)nc2c1cc(-c1cncc(C)c(=O)c1)c(=O)C2C1CCCC1	True	Cc1nc(N)nc2c1C=C(c1cncc(C)c(=O)c1)C(=O)C2C1CCCC1	3	4.096558	4
CCN(CC)c1ccc(C(=O)Oc2cc(C(=O)OC)Cc2)cc1	True	CCN(CC)c1ccc(C(=O)OC2=CCC(C(=O)OC)=C2)cc1	3	1.7257454	2
Cc1nc(O)c2ccnc(Nc3ccccc3Br)cn2n1	True	CC1=NN2C=C(Nc3ccccc3Br)N=CC=C2C(O)=N1	3	2.9425058	3
CNc1nc(N)nc(N)cc(-c2ncccc(Cl)cn2)c1	True	CNC1=NC(N)=NC(N)=CC(C2=NC=CC=C(Cl)C=N2)=C1	3	2.547121	2
O=C(O)C(=O)CC(=O)c1ccccc(Oc2ccccc2)cc1	True	O=C(O)C(=O)CC(=O)C1=CC=CC=C(Oc2ccccc2)C=C1	3	2.1816902	2
CCOC(=O)CSc1ccccc(N1)NN1CCC(c2ccccc2CN2CCCCC2)Cc1	True	CCOC(=O)CSC1=CC=CC=C(NN2CCC(c3ccccc3CN3CCCCC3)CC2)N1	3	4.08751	4
COc1cc(-c2ccccc2)cncccc(O)ccc1F	True	COC1=CC(c2ccccc2)=CN=CC=CC(O)=CC=C1F	3	2.6663256	2
CN(CCCCCCc1ccccc1)CCOc2ccccc2n1CC1	True	CN(CCCCCCc1ccccc1)CCOc1ccccc1N1CC1	3	3.2249851	3
CC(=O)CCc1cc(Br)c(O)cn3c2cc3ccnc12	True	CC(=O)CCc1cc(Br)c(O)cn2c3cc-2ccnc1-3	3	3.0807579	3
Nc1cncc(CN3CCCC3)nc2ccccc21	True	NC1=CN=CC(CN2CCCC2)=Nc2ccccc21	3	3.6179507	3
O=C(OCc1ccccc1)CCCCN1C(=O)NC2CC(N2CCCC(=O)NC)CC1	True	CNC(=O)CCCN1C2CCN(CCCCC(=O)OCc3ccccc3)C(=O)NC1C2	3	3.4059415	4
COc1ccccc1C(=O)CCCCCC(=O)Cc1ccccc(CCC)c(Cl)c1	True	CCCC1=CC=CC=C(CC(=O)CCCCCC(=O)c2ccccc2OC)C=C1Cl	3	2.4911356	2
O=C(CN1C(=O)O)CCc2ccc(NC(CO)CC2)c2ccccc21	True	O=C1CCC2=CC=C(NC(CO)CC2)c2ccccc2N(C(=O)O)C1	3	3.1515496	3
Nc1nc2ccc3ccccnnc23CC1	True	NC1=NC2=CC=C3C=CC=CN=NC32CC1	3	3.2202067	3
O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	True	O=c1ccn(C2OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C2O)c(=O)[nH]1	3	1.9316361	2
NCC1NNc2cccnc3[nH]cccnc3c12	True	NCC1NNc2cccnc3[nH]cccnc-3c21	3	3.3742309	3
COc1ccc(C2CC(=O)c3ccccc3CCCC=SC(=O)NC2=O)cc(O)cc1	True	COC1=CC=C(C2CC(=O)c3ccccc3CCCC=[SH]C(=O)NC2=O)C=C(O)C=C1	3	3.6540313	3
O=C(c1cccc(O)c1)c1ccc2ccc(F)c12	True	O=C(C1=CC=C2C=CC(F)=C21)c1cccc(O)c1	3	2.8756266	3
N=C(c1ccccc1CN1CCCCCCCC1=CCCC1)CCCC1	True	N=C1CCCCCCCC=C2CCCCCCCN2Cc2ccccc21	3	3.4249053	3
CN1CCC(c2ccc(Cl)cc2)C(C)NC(O)OCCC1	True	CC1NC(O)OCCCN(C)CCC1c1ccc(Cl)cc1	3	2.220341	2
CCOC(=O)c1cc(C(C)c2cccccc3[nH]cnc23)c1F	True	CCOC(=O)C1=CC(C(C)C2=CC=CC=Cc3[nH]cnc32)=C1F	3	3.1976075	3
O=C(CCCCc1ccccc1)c1ccccccc(C(=O)Nc2ccccc2)cc1	True	O=C(CCCCc1ccccc1)c1ccccccc(C(=O)Nc2ccccc2)cc1	3	3.4958665	3
COc1ccc2c(c1)C1C(C1=C(C(O)=O)O)C2C	True	COc1ccc2c(c1)C1C(=C(O)C(=O)O)C1C2C	3	3.0903792	3
COC(=O)c1[nH]ccc(OCn2CO)cc1N=CCOCC2	True	COC(=O)C1=C2C=C(C=CN1)OCN(CO)CCOCC=N2	3	2.601224	2
O=c1ccn(C2OC(COP(=O)(O)OP(=P)(O)OP(=O)(O)S)C(O)C2O)c(=O)[nH]1	True	O=c1ccn(C2OC(COP(=O)(O)OP(O)(=P)OP(=O)(O)S)C(O)C2O)c(=O)[nH]1	3	1.9657462	2
c1ccc(-c2ccc(Cc3ccccc3)nn2)cc1	True	c1ccc(Cc2ccc(-c3ccccc3)nn2)cc1	3	3.1650815	3
O=C(O)CCCCCC(=O)c1ccccc1C1NC(=O)C1CCCN	True	NCCCC1C(=O)NC1c1ccccc1C(=O)CCCCCC(=O)O	3	2.0475755	2
CCC(NC(=O)c1ccccc1)C(=O)CC(CN1ccc(Cl)c1CC)Cc1ccccc1	True	CCc1c(Cl)ccn1CC(CC(=O)C(CC)NC(=O)c1ccccc1)Cc1ccccc1	3	3.1200242	3
CC1(C)CC(=NC2COC(=O)c3ccccc3C2)C(=O)C1	True	CC1(C)CC(=O)C(=NC2COC(=O)c3ccccc3C2)C1	3	3.1410413	3
CC1OC(Cc2cc(F)C(C)P(=O)(O)OP(=O)(O)C(=O)ccncccc2)C(=O)N1	True	CC1NC(=O)C(CC2=CC=CC=NC=CC(=O)P(=O)(O)OP(=O)(O)C(C)C(F)=C2)O1	3	3.0215168	2
Oc1ncc2c(c1)OCCCN(CCCC21CCO)C1	True	OCCC12CCCN(CCCOc3cc(O)ncc31)C2	3	3.2502277	3
